contrato;obra;latitude;longitude
DP-025/2023;Obra 2;-18,070539135570492;-41,2703666945066
DP-025/2023;Obra 3;-17,70397311474817;-40,76297039094467
DP-025/2023;Obra 3;-17,43483532945813;-40,997667034527886
DP-025/2023;Obra 1;-17,73159524180545;-40,78690542510084
DP-025/2023;Obra 1;-17,98110924258916;-40,76136008249123
DM-030/2023;Obra 1;-19,5068923;-42,6044222
DM-031/2023;Obra 1;-21,1079718;-42,9491291
DM-001/2024;Obra 1;;
DM-002/2024;Obra 1;;
DM-22.005/2020-D;Obra 1;-18,9695443;-49,475721
DM-004/2024;Obra 1;-19,80998732532913;-44,21337750859832
DM-22.003/2020-D;Obra 1;-21,7407769;-43,362801
DC-017/2021;Obra 1;-19,0357363;-43,4247512
DC-017/2021;Obra 1;-18,6036292;-43,3789211
PRC-22.034/2017-D;Obra 1;-19,1539469;-45,4370262
DM-036/2021;Obra 1;;
DM-003/2022;Obra 1;;
DC-003/2022;Obra 1;;
DC-22.017/2020;Obra 1;;
DM-017/2022;Obra 1;;
PRC-22.042/2017-C;Obra 1;-19,596021;-46,929564
DM-021/2022;Obra 1;-19,876897408279767;-43,8610853880541
PRC-22.034/2017-E;Obra 1;-19,1539469;-45,4370262
DM-22.012/2020-C;Obra 1;-20,735033;-46,6045231
PRC-22.033/2017-C;Obra 1;-15,832083071686;-43,29558489562
DOV-002/2021;Obra 1;-19,928208;-43,983328
DM-22.003/2020-B;Obra 1;-21,7407769;-43,362801
DP-001/2022;Obra 1;-19,6447323;-43,9044951
DM-038/2022;Obra 1;-17,8517815;-41,5076261
PRC-22.033/2017-E;Obra 1;-15,832083071686;-43,29558489562
PRC-22.003/2019;Obra 2;;
PRC-22.003/2019;Obra 1;;
DM-22.007/2020;Obra 1;-16,1638869;-42,2827817
PRC-22.016/2018-B;Obra 1;-22,4315443;-45,4632342
PRC-22.041/2017-C;Obra 1;-19,8618029;-44,5829004
DP-003/2023;Obra 1;-19,919052;-43,9386685
PRC-24.004/2019;Obra 1;;
PRC-22.017/2018-C;Obra 1;-21,7876304;-46,5421144
DC-025/2022;Obra 1;-16,130373963955886;-45,69912661381943
DC-025/2022;Obra 1;-16,09343215813266;-45,14431704350693
DM-001/2023;Obra 1;-20,7517399;-42,8781847
DM-001/2023;Obra 1;-20,676376;-43,092994
DM-035/2022;Obra 1;-20,3501041;-41,9537316
ATA RP-LOTE 6;Obra 1;-21,5560459;-45,4363875
DM-009/2023;Obra 1;-20,6862468;-43,31208230000001
DM-009/2023;Obra 1;-20,68363975364997;-43,31960662064633
DM-011/2023;Obra 1;-19,1577058;-45,45947899999999
DM-011/2023;Obra 1;-19,18217550000504;-45,51105924998826
DM-011/2023;Obra 1;-19,2280282;-44,9922871
DM-011/2023;Obra 1;-19,13717335008353;-44,61678729981564
DM-011/2023;Obra 1;-19,249164;-44,98715899999999
DM-010/2023;Obra 1;-19,96771371708767;-47,79164347893954
DM-010/2023;Obra 1;-19,860311;-47,432645
DM-010/2023;Obra 1;-19,931921;-47,548762
DM-010/2023;Obra 1;-19,92923765835451;-47,56409282165913
DC-013/2023;Obra 1;-17,67741281138104;-40,89013053254298
DC-013/2023;Obra 1;-17,682080342002248;-40,79078107695357
DM-016/2023;Obra 1;-18,6575487;-41,4022864
DM-016/2023;Obra 1;-18,57740002411995;-41,23943283192445
DP-024/2023;Obra 3;-16,38496639125432;-40,5448922972409
DP-024/2023;Obra 3;-16,609581318364384;-40,570654278254686
DP-024/2023;Obra 1;-16,88553303941864;-42,07096703246253
DP-024/2023;Obra 1;-17,46753231124639;-41,87621484194781
DP-024/2023;Obra 2;-17,503881347221963;-41,88185760002165
DP-024/2023;Obra 2;-17,626148348754317;-41,73707843379648
DM-007/2023;Obra 1;-19,8966539;-48,7133856
DM-007/2023;Obra 1;-19,90662800003527;-48,75250595005432
DM-007/2023;Obra 1;-19,7593005;-48,57099590000001
DM-007/2023;Obra 1;-19,89645450165636;-48,71012594934227
DP-022/2023;Obra 3;-19,809447554201668;-43,77442128168843
DP-022/2023;Obra 3;-19,87431002348811;-43,786973255529546
DP-022/2023;Obra 2;-20,093966764668878;-43,3942177512522
DP-022/2023;Obra 2;-20,16050884522438;-43,29459185574429
DP-022/2023;Obra 2;-20,11574933268376;-43,06668376413074
DP-022/2023;Obra 4;-20,34618035883447;-42,89898903568972
DP-022/2023;Obra 4;-20,287173805190196;-43,03995259591595
DP-022/2023;Obra 1;-19,90497745109627;-43,678391585101295
DP-022/2023;Obra 1;-19,95353402859944;-43,70010930982907
DP-022/2023;Obra 1;-19,9680834576073;-43,796575552751904
DP-023/2023;Obra 2;-16,660712569014574;-45,0851394751252
DP-023/2023;Obra 2;-17,41292597024912;-45,098766170471286
DP-023/2023;Obra 1;-16,687856556742638;-44,364709050489694
DP-023/2023;Obra 1;-16,858737345977865;-44,90251048721981
DM-22.006/2019-D;Obra 1;-18,9226438;-48,2957901
DM-018/2023;Obra 1;;
DM-017/2023;Obra 1;;
DM-022/2023;Obra 1;;
DM-020/2023;Obra 1;;
DC-017/2023;Obra 1;-21,23455754267612;-43,318581525103305
DC-017/2023;Obra 1;-21,2737893;-43,1789037
DC-017/2023;Obra 2;-21,28064535881705;-43,17629225160108
DM-021/2023;Obra 1;-16,0002056;-41,2795636
DM-027/2023;Obra 1;-15,9369612;-43,3657507
DM-026/2023;Obra 1;;
DM-029/2023;Obra 1;;
DM-025/2023;Obra 1;;
PRC-22.013/2018-B;Obra 1;-21,5799309;-45,4427049
PRC-22.040/2017-C;Obra 1;-18,95121;-41,9528346
DM-034/2021;Obra 1;;
PRC-22.030/2017-D;Obra 1;-16,217251;-44,433348
DM-22.012/2020-B;Obra 1;-20,735033;-46,6045231
DM-22.005/2020-C;Obra 1;-18,9695443;-49,475721
DP-027/2023;Obra 1;-19,8316937;-42,4019565
DP-027/2023;Obra 1;-19,8279989;-42,31638289999999
DP-027/2023;Obra 5;-19,8413453;-42,7765266
DP-027/2023;Obra 5;-19,835026441139757;-42,64796036185143
DP-027/2023;Obra 3;-20,1013284;-42,452666
DP-027/2023;Obra 3;-20,17268;-42,2707395
DP-027/2023;Obra 2;-19,8656691;-42,9678548
DP-027/2023;Obra 2;-20,1622442;-42,9669648
DP-027/2023;Obra 4;-20,0366129;-42,2664708
DP-008/2023;Obra 1;;
DP-015/2023;Obra 1;-17,8517815;-41,5076261
DM-023/2023;Obra 1;;
DC-019/2023;Obra 2;;
DC-019/2023;Obra 1;;
DC-019/2023;Obra 3;;
DM-028/2023;Obra 1;;
DC-018/2023;Obra 2;-21,4633056;-45,5151111
DC-018/2023;Obra 2;-21,3913889;-45,4885278
DC-018/2023;Obra 1;;
DM-032/2023;Obra 1;;
DM-005/2024;Obra 1;;
DM-22.008/2020;Obra 1;-17,2163174;-46,8691582
PRC-22.015/2017-C;Obra 1;-19,5068923;-42,6044222
DC-009/2021;Obra 1;;
DC-010/2021;Obra 1;;
DM-018/2021;Obra 1;-19,84653391422691;-44,28003254074738
PRC-22.026/2017-D;Obra 1;-20,6829764;-44,8232506
DM-006/2022;Obra 1;;
DC-004/2022;Obra 2;-21,5671449;-45,4345232
DC-004/2022;Obra 1;-21,3717539;-45,507475
DM-014/2023;Obra 1;-18,452414;-42,2524159
DM-014/2023;Obra 1;-18,474722;-42,304744
DM-015/2023;Obra 1;-18,986093;-41,226672
DM-015/2023;Obra 1;-19,13227355010792;-41,3302851502302
PRC-22.018/2017-C;Obra 1;-17,701729;-42,515515
DM-001/2021;Obra 1;;
PRC-22.019/2017-D;Obra 1;-17,335013;-44,943418
DM-023/2021;Obra 1;;
DC-016/2021;Obra 1;-21,2360164;-43,3061279
PRC-22.028/2017-D;Obra 1;-15,9105038;-46,1059978
DM-007/2022;Obra 1;;
ASG-003/2021;Obra 1;-19,9223139;-43,9306754
DM-22.007/2020-A;Obra 1;-16,1638869;-42,2827817
DM-004/2021;Obra 1;;
DC-013/2021;Obra 1;-16,7496983;-43,8278182
DM-020/2022;Obra 1;;
PRC-22.017/2018-D;Obra 1;-21,7876304;-46,5421144
DM-036/2022;Obra 1;-19,9221839;-43,93074110000001
PRC-22.017/2018-B;Obra 1;-21,7876304;-46,5421144
DC-002/2021;Obra 1;-17,435738;-41,004575
DC-002/2021;Obra 1;-17,0834392;-40,933945
DC-002/2021;Obra 2;-17,4287426;-40,99907870000001
DC-002/2021;Obra 2;-17,0834392;-40,933945
DM-015/2022;Obra 1;;
DM-018/2022;Obra 1;;
DM-22.008/2020-C;Obra 1;-17,2163174;-46,8691582
PRC-22.042/2017-E;Obra 1;-19,596021;-46,929564
PRC-22.015/2017-E;Obra 1;-19,5068923;-42,6044222
PRC-29.008/2017-B;Obra 1;-16,7203311;-43,8541147
PRC-22.038/2017-D;Obra 1;-18,7593183;-44,4319352
PRC-22.041/2017-E;Obra 1;-19,8618029;-44,5829004
DC-010/2022;Obra 1;-18,9642891;-48,374882
DC-010/2022;Obra 1;-18,97125908971916;-48,21520073883698
DM-009/2022-A;Obra 1;-20,350449;-41,9526169
PRC-22.043/2017-C;Obra 1;-17,7408508;-46,1845402
DOV-003/2021;Obra 1;;
DM-024/2022;Obra 1;-19,74492717943353;-43,950801893546
PRC-24.010/2013;Obra 5;;
PRC-24.010/2013;Obra 8;;
PRC-24.010/2013;Obra 9;;
PRC-24.010/2013;Obra 2;;
PRC-24.010/2013;Obra 7;;
PRC-24.010/2013;Obra 3;;
PRC-24.010/2013;Obra 4;;
PRC-24.010/2013;Obra 6;;
PRC-24.010/2013;Obra 1;;
PRC-29.010/2010-D;Obra 1;;
PRC-22.018/2011-C;Obra 1;;
PRC-22.038/2017-B;Obra 1;-18,7593183;-44,4319352
PRC-24.014/2018;Obra 1;;
PRC-22.022/2017-D;Obra 1;-16,00026;-41,279238
DM-025/2021;Obra 1;;
DM-028/2021;Obra 1;-19,73953750613517;-43,95547419588217
PRC-22.029/2017-D;Obra 1;-18,5967086;-46,5181047
PRC-22.037/2017-D;Obra 1;-16,7203311;-43,8541147
DM-009/2022;Obra 1;-20,350449;-41,9526169
DM-006/2024;Obra 1;;
PRC-24.001/2019-ANO 6;Obra 1;;
DM-9440650/2024;Obra 1;-21,1079839;-42,949159
DM-9440662/2024;Obra 1;;
DM-9440654/2024;Obra 1;;
DM-017/2024;Obra 1;-16,4381188;-41,0095225
DM-015/2024;Obra 1;;
DOV-005/2022-A;Obra 1;;
DM-9440657/2024;Obra 1;-18,9226438;-48,2957901
DM-9485591/2025;Obra 1;;
DPEI-9470883;Obra 1;;
DPEI-9480550/2025;Obra 1;;
DM-9485592/2025;Obra 1;;
DOV-001/2021-A;Obra 1;-19,928208;-43,983328
DC-004/2024;Obra 1;-21,2360164;-43,3061279
DM-22.011/2020-D;Obra 1;-20,4539389;-45,4445009
DM-22.007/2020-D;Obra 1;-16,1638869;-42,2827817
DM-22.004/2020-D;Obra 1;-18,7320337;-47,5006564
DM-22.008/2020-D;Obra 1;-17,2163174;-46,8691582
DM-012/2024;Obra 1;;
DM-009/2024;Obra 1;;
DC-011/2024;Obra 1;-18,9494754;-46,9593239
DM-9454417/2025;Obra 1;;
DC-9481581/2025;Obra 1;;
DM-028/2023-B;Obra 1;;
DM-013/2024;Obra 1;;
AMA-9441725/2024;Obra 1;;
DM-9447057/2024;Obra 1;;
AMA-9458828/2025;Obra 1;;
DC-9459023/2025;Obra 1;-20,74987666533357;-45,82752196901517
DC-9459023/2025;Obra 1;-20,69983182867906;-45,82188306798116
DC-9459021/2025;Obra 1;-15,930497;-41,862405
DC-9459021/2025;Obra 1;-15,85678206555433;-42,00359753769477
DC-9459022/2025;Obra 1;-20,48000279999999;-45,7999736
DC-9459022/2025;Obra 1;-20,759954;-45,918453
DC-9458476/2025;Obra 1;;
DC-9458861/2025;Obra 1;-18,9744387723943;-48,29900555165108
AEST-9470136/2025;Obra 1;;
AEST-9468567/2025;Obra 1;;
DC-9445668/2024;Obra 1;-19,78405861257036;-43,95189245317396
9473911/2024;Obra 1;;
AMA-9461425/2025;Obra 1;;
AMA-9461425/2025;Obra 2;;
DM-9440653/2024;Obra 1;-18,2398134;-43,6049294
DM-9440655/2024;Obra 1;-21,5799309;-45,4427049
DM-9440649/2024;Obra 1;-19,928208;-43,983328
DM-9440647/2024;Obra 1;-19,928208;-43,983328
DM-9440658/2024;Obra 1;-21,7876304;-46,5421144
DM-9440661/2024;Obra 1;-22,4315443;-45,4632342
9439923;Obra 1;-19,5952902;-46,9326049
DC-9447109/2024;Obra 1;-14,757046772025069;-43,93015192008537
DC-9447109/2024;Obra 1;-19,783357402903007;-43,95194437091951
DC-9445587/2024;Obra 1;-20,63168865721149;-47,10193369380541
DC-9445587/2024;Obra 1;-20,6041089;-46,9106488
DC-9472752/2025;Obra 1;-20,05185754871156;-44,18814551429173
DC-9472752/2025;Obra 1;-20,13034730538173;-44,19984053737846
DC-9472752/2025;Obra 2;-20,042186156631548;-44,198824969508905
DC-9472752/2025;Obra 2;-20,009247062372893;-44,20497756970519
DM-008/2024;Obra 1;;
DC-006/2024;Obra 1;-17,0321536895841;-46,01467601931196
DM-007/2024;Obra 1;;
DM-9437231;Obra 1;;
9442805;Obra 1;;
DPEI-9447985;Obra 1;-19,9149659;-43,9000041
DM-9452477/2025;Obra 1;;
DER-30.014/2025;Obra 1;;
DM-002/2024-B;Obra 1;-19,638615;-43,228648
DC-9492715/2025;Obra 1;-15,97197985837174;-44,90024660668323
DOV-002/2021-A;Obra 1;;
DM-026/2023-A;Obra 1;;
DM-025/2023-A;Obra 1;;
DOV-002/2022-B;Obra 1;;
DM-030/2023-B;Obra 1;-19,5068923;-42,6044222
DC-9492065/2025;Obra 1;-20,4799694;-45,79996939999999
DC-9492065/2025;Obra 1;-20,759954;-45,918453
DM-025/2023-B;Obra 1;-16,8555088;-42,0630933
DOV-003/2022-B;Obra 1;-18,5967086;-46,5181047
DM-029/2023-B;Obra 1;-17,701729;-42,515515
DM-026/2023-B;Obra 1;-16,00026;-41,279238
DOV-001/2022-A;Obra 2;;
DOV-001/2022-A;Obra 1;;
DC-005/2024;Obra 1;-19,58691270347314;-47,0726885458534
DC-005/2024;Obra 1;-19,52800559876136;-47,07955421284039
DOV-002/2022-A;Obra 1;;
AMA-9445113/2024;Obra 1;;
DM-001/2024-A;Obra 1;;
PRC-29.008/2017-D;Obra 1;-16,7203311;-43,8541147
DM-9445781/2024;Obra 1;;
DM-9445821/2024;Obra 1;;
DM-9447456/2024;Obra 1;;
DOV-004/2022-B;Obra 1;;
DM-028/2023-A;Obra 1;;
DPEI-9446143;Obra 1;;
DM-9474704/2025;Obra 1;;
DM-002/2024-A;Obra 1;;
DC-9479677/2025;Obra 1;;
DM-9493202/2026;Obra 1;;
DM-9493137/2026;Obra 1;;
9447045/2024-A;Obra 1;-19,9275586;-43,983052
DM-001/2024-B;Obra 1;;
DC-011R/2024;Obra 1;-18,9494754;-46,9593239
9447043/2024-A;Obra 1;-19,9275586;-43,983052
DP-029/2023;Obra 3;;
DP-029/2023;Obra 5;;
DP-029/2023;Obra 4;;
DP-029/2023;Obra 2;;
DP-029/2023;Obra 6;;
DP-029/2023;Obra 1;;
DC-003/2024;Obra 1;-16,1257215;-45,7410578
DC-003/2024;Obra 1;-16,056339;-45,14616599999999
DC-002/2024;Obra 1;-16,1257215;-45,7410578
DC-002/2024;Obra 1;-16,056339;-45,14616599999999
DPEI-002/2024;Obra 1;-16,7204079;-43,8540743
DPEI-006/2024;Obra 1;-21,5799309;-45,4427049
DPEI-007/2024;Obra 1;;
DPEI-030/2023;Obra 1;-21,8657357;-43,01008239999999
DPEI-030/2023;Obra 1;-21,990801252388717;-42,90995722615383
DPEI-030/2023;Obra 2;-21,36383967660115;-42,67405889386136
DPEI-030/2023;Obra 2;-21,36590506590777;-42,474979263671926
DPEI-030/2023;Obra 3;-21,416023487875883;-42,81541202519264
DPEI-030/2023;Obra 3;-21,457172674928085;-42,966439771920605
DPEI-030/2023;Obra 4;-21,196157236212304;-42,62543945670461
DPEI-030/2023;Obra 4;-21,15198234963805;-42,79328856036735
DPEI-005/2024;Obra 1;-19,776208;-43,948441
DPEI-004/2024;Obra 1;-20,7561451;-42,8800278
DM-011/2024;Obra 1;-17,335013;-44,943418
DPEI-003/2024;Obra 1;-17,8517815;-41,5076261
DM-022/2024;Obra 1;;
DM-020/2024;Obra 1;;
DC-008/2024;Obra 1;-18,5985001;-45,35339499999999
DC-008/2024;Obra 1;-18,43838275042916;-45,07210155240797
DM-9445782/2024;Obra 1;-22,4212558;-45,47013339999999
DM-9445784/2024;Obra 1;-22,431496;-45,4633029
DF/GTIC-9444079;Obra 1;;
DC-9444080/2024;Obra 2;-15,97197985837177;-44,90024660668347
DC-9444080/2024;Obra 1;-15,9662564146642;-44,90120778993473
DM-019/2024;Obra 1;-19,8162654081741;-43,9479415297562
DOV-004/2022-A;Obra 1;;
DC-9439921/2024;Obra 1;-22,60722055771159;-46,04116272282801
DC-9439921/2024;Obra 1;-22,58244462625664;-46,01200384097238
DM-029/2023-A;Obra 1;;
DM-030/2023-A;Obra 1;-19,5068923;-42,6044222
DC-9445592/2024;Obra 1;-19,716466;-50,19527650000001
AEST-009440673/2024;Obra 1;;
DM-22.010/2019-E;Obra 1;-19,928208;-43,983328
DC-9448965/2025;Obra 1;-19,41249960000027;-44,20754999999095
DC-9448965/2025;Obra 1;-19,4067426;-44,2266016
DC-9448965/2025;Obra 1;-19,4073712;-44,20911359999999
DOV-001/2022-B;Obra 2;-19,9275586;-43,983052
DOV-001/2022-B;Obra 1;-19,9275586;-43,983052
DM-9492723/2025;Obra 1;;
DM-9473163/2025;Obra 1;;
DM-9471830/2025;Obra 1;;
DM-9459013/2025;Obra 1;;
AEST-9468704/2025;Obra 1;;
DC-9478759/2025;Obra 1;;
DC-9447761/2025;Obra 1;-21,78317377768046;-45,83339382368384
DC-9447760/2025;Obra 1;-21,7907786;-45,7160543
DM-9471881/2025;Obra 1;;
DM-9471879/2025;Obra 1;;
DC-9472756/2025;Obra 1;;
DC-9473949/2025;Obra 1;-20,32294571170053;-42,67292083028444
 AEST-9469794/2025;Obra 1;;
DC-009473175/2025;Obra 1;-14,77197791029356;-43,93723839761794
DC-009473175/2025;Obra 2;;
AMA-9447965/2025;Obra 1;;
DPEI-9470151;Obra 1;;
DC-9439838/2024;Obra 1;-19,878035358432;-46,01755299600972
DC-9453556/2025;Obra 1;-19,78342141078643;-43,95193588797584
DPEI-9447050;Obra 1;;
DC-9468321/2025;Obra 1;-21,822481;-43,319474
DC-9470224/2025;Obra 1;-19,8898481;-49,3728646
DC-9470224/2025;Obra 1;-19,70009506319273;-49,31984772214537
DM-9471832/2025;Obra 1;;
DC-9471605/2025;Obra 1;;
AEST-9441233/2024;Obra 1;;
AEST-9468573/2025;Obra 1;;
DC-9492718/2025;Obra 1;-16,060571;-45,14998800000001
DC-9492718/2025;Obra 1;-16,12398555419337;-45,72443570435887
DC-9491012/2025;Obra 1;-18,58543851687659;-42,49387848441415
DC-9491012/2025;Obra 1;-18,45181382097735;-42,61418109121731
DC-9491013/2025;Obra 1;-19,422927421098;-44,54875745320115
DC-9492083/2025;Obra 1;-18,3540804218777;-48,23074551265237
DC-9492083/2025;Obra 1;-18,5342387;-48,1962378
DM-9493180/2026;Obra 1;;
DC-022/2023;Obra 1;-17,21201507063193;-46,68787211434018
DC-022/2023;Obra 1;-17,10715545158019;-46,62095644997671
DC-022/2023;Obra 2;-17,10715545158019;-46,62095644997671
DC-022/2023;Obra 2;-17,03493425248441;-46,5886262006665
DOV-003/2022-A;Obra 1;;
PRC-29.008/2017-ANO 4;Obra 1;-16,7203311;-43,8541147
DC-9441306/2024;Obra 1;-15,600402;-42,543776
DC-9441355/2024 ;Obra 1;-17,82651719999999;-41,506751
DC-9445950/2024;Obra 1;-19,779781;-44,23890900000001
DC-9445950/2024;Obra 1;-19,83023;-44,18012
DC-9445591/2024;Obra 1;-17,96127463110632;-46,42781545395799
DC-9445591/2024;Obra 1;-18,65274465135498;-46,59916240618842
DM-9471880/2025;Obra 1;;
DM-9471834/2025;Obra 1;;
DM-9473312/2025;Obra 1;;
DC-9473951/2025;Obra 1;-18,694272;-43,434571
DC-9473951/2025;Obra 1;-19,0126003;-43,4419084
DOV-005/2022-B;Obra 1;-18,95121;-41,9528346
DC-9493122/2026;Obra 1;-14,7566423;-43,9321579
DM-9471835/2025;Obra 1;;
DPEI-9478941/2025;Obra 1;;
DOV-004/2021-A;Obra 1;-19,8618029;-44,5829004
DOV-003/2021-A;Obra 1;;
DM-22.009/2020-D;Obra 1;-20,405398;-42,886629
DM-22.012/2020-D;Obra 1;-20,735033;-46,6045231
DM-009/2022-B;Obra 1;-20,350449;-41,9526169
DP-012/2023;Obra 1;;
DOV-004/2021-B;Obra 1;-19,8618029;-44,5829004
DM-016/2024;Obra 1;;
DC-007/2024;Obra 1;;
DM-010/2024;Obra 1;;
DPEI-001/2024;Obra 1;-18,5967086;-46,51810469999999
DC-010/2024;Obra 1;-20,39729542216063;-42,37959570001862
DM-9453530;Obra 1;;
DOV-003/2021-B;Obra 1;;
DM-018/2024;Obra 1;;
DM-014/2024;Obra 1;-19,8618029;-44,5829004
DG/AMA-009436677/2024;Obra 1;;
DOV-001/2021-B;Obra 1;-19,928208;-43,983328
DOV-002/2021-B;Obra 1;;
DC-9495596/2026;Obra 1;-19,96402458305301;-44,72983589212661
DO-9493205/2026;Obra 1;;
D0-009482032/2025;Obra 1;;
DO-9481987/2025;Obra 1;;
DO-009482055/2025;Obra 1;;
DM-005/2024-A;Obra 1;-19,7469167;-47,9483714
DM-9497685/2026;Obra 1;;
DO-009482014/2025;Obra 1;;
DO-009482046/2025;Obra 1;;
DO-009482017/2025;Obra 1;;
DC-9496643/2026;Obra 2;;
DC-9496643/2026;Obra 1;-19,78548575576804;-43,9495793253305
DC-9498666/2026;Obra 1;;
DM-008/2024-A;Obra 1;;
DM-011/2024-A;Obra 1;-17,335013;-44,943418
DM-009/2024-A;Obra 1;;
DM-010/2024-A;Obra 1;;
DC-9497471/2026;Obra 1;-19,747173;-50,219328
DO-001/2021- C;Obra 2;-19,928208;-43,983328
DC-9501601/2026;Obra 2;-16,11741660736296;-45,71048533230583
DC-9501601/2026;Obra 1;-16,11921421383736;-45,58712745575681
DC-9501601/2026;Obra 3;-16,12119845072;-45,6488268407393
DC-9493529/2026;Obra 1;;
DM-012/2024-A;Obra 1;;
DM-9502116/2026;Obra 1;;
DM-018/2024-A;Obra 1;;
DM-016/2024-A;Obra 1;;
